,speech,word_count,sentence_count,average_words,average_syl_per_word,flesch_kincaid_score,flesch_kincaid_grade_level,total_gendered_terms,female_gendered_terms,male_gendered_terms,terms_of_equality,terms_for_race,terms_for_religion,political_party,president,time_period
756,<_io.TextIOWrapper name='corpus/polk/polk_speeches_015.txt' mode='rt' encoding='cp1252'>,16413,456,36.69736842105263,1.6438798513373545,30.51493562949142,18.11975592999131,133,55,78,2,7,1,5.0,polk,3.0
757,<_io.TextIOWrapper name='corpus/polk/polk_speeches_016.txt' mode='rt' encoding='cp1252'>,249,9,27.444444444444443,1.6265060240963856,41.37647925033468,14.306104417670685,0,0,0,0,0,0,5.0,polk,3.0
758,<_io.TextIOWrapper name='corpus/polk/polk_speeches_017.txt' mode='rt' encoding='cp1252'>,3016,77,39.79220779220779,1.6773872679045092,24.538946226187647,19.722130800234243,20,15,5,0,1,0,5.0,polk,3.0
759,<_io.TextIOWrapper name='corpus/polk/polk_speeches_018.txt' mode='rt' encoding='cp1252'>,725,19,38.63157894736842,1.6427586206896552,28.64656805807624,18.860867513611613,3,3,0,0,5,0,5.0,polk,3.0
760,<_io.TextIOWrapper name='corpus/polk/polk_speeches_019.txt' mode='rt' encoding='cp1252'>,501,13,38.76923076923077,1.748502994011976,19.56087747581762,20.16233532934132,9,1,8,0,0,0,5.0,polk,3.0
761,<_io.TextIOWrapper name='corpus/polk/polk_speeches_020.txt' mode='rt' encoding='cp1252'>,509,12,42.75,1.6542239685658153,23.496402259332058,20.602342829076623,2,1,1,0,2,0,5.0,polk,3.0
762,<_io.TextIOWrapper name='corpus/polk/polk_speeches_021.txt' mode='rt' encoding='cp1252'>,2145,60,36.35,1.6680652680652681,28.821428321678326,18.269670163170165,13,1,12,0,0,0,5.0,polk,3.0
763,<_io.TextIOWrapper name='corpus/polk/polk_speeches_022.txt' mode='rt' encoding='cp1252'>,3342,84,40.416666666666664,1.6460203470975463,26.558761968880958,19.59554009575105,40,0,40,0,1,0,3.0,polk,3.0
764,<_io.TextIOWrapper name='corpus/polk/polk_speeches_023.txt' mode='rt' encoding='cp1252'>,21296,620,35.06774193548387,1.6638335837716003,30.480920748406504,17.719655643343597,151,12,139,16,15,1,5.0,polk,3.0
765,<_io.TextIOWrapper name='corpus/polk/polk_speeches_024.txt' mode='rt' encoding='cp1252'>,4153,102,41.205882352941174,1.6799903684083795,22.883844244415826,20.30418046486594,8,0,8,2,0,3,3.0,polk,3.0
766,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_000.txt' mode='rt' encoding='cp1252'>,4472,224,20.709821428571427,1.5145348837209303,57.684880087209336,10.358341985049837,5,0,5,0,5,0,10.0,reagan,10.0
767,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_001.txt' mode='rt' encoding='cp1252'>,4638,212,22.632075471698112,1.4773609314359637,58.87870859674389,10.669368424906633,93,12,81,1,0,1,9.0,reagan,9.0
768,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_002.txt' mode='rt' encoding='cp1252'>,779,35,22.914285714285715,1.4056482670089858,64.6591566110398,9.933220979277465,1,0,1,0,0,1,10.0,reagan,9.0
769,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_003.txt' mode='rt' encoding='cp1252'>,3692,168,22.69047619047619,1.539003250270856,53.604491693752266,11.419524067481813,18,1,17,1,1,1,9.0,reagan,9.0
770,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_004.txt' mode='rt' encoding='cp1252'>,4656,205,23.273170731707317,1.5543384879725086,51.71569562484288,11.827730743441457,27,5,22,0,3,2,9.0,reagan,10.0
771,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_005.txt' mode='rt' encoding='cp1252'>,2435,131,19.290076335877863,1.5170431211498974,58.91372446980267,9.834238600561157,15,1,14,2,2,1,10.0,reagan,10.0
772,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_006.txt' mode='rt' encoding='cp1252'>,2429,128,19.640625,1.5154384520378756,58.69367258259575,9.952017484046934,14,1,13,0,0,0,10.0,reagan,10.0
773,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_007.txt' mode='rt' encoding='cp1252'>,3270,153,22.091503267973856,1.4697247706422019,60.073408586676265,10.368438568087786,41,2,39,0,0,1,10.0,reagan,10.0
774,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_008.txt' mode='rt' encoding='cp1252'>,3919,185,21.864864864864863,1.5759122225057414,51.319988138176456,11.533061522865044,24,13,11,5,45,0,10.0,reagan,10.0
775,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_009.txt' mode='rt' encoding='cp1252'>,3465,175,20.537142857142857,1.5255411255411255,56.92902077922079,10.420870995670999,13,1,12,0,0,1,10.0,reagan,10.0
776,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_010.txt' mode='rt' encoding='cp1252'>,2471,204,12.720588235294118,1.5171995143666532,65.56852402575763,7.273983681291217,7,0,7,0,0,0,10.0,reagan,10.0
777,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_011.txt' mode='rt' encoding='cp1252'>,3239,159,21.0188679245283,1.6452608829885766,46.3117783557702,12.021436909831241,6,0,6,4,2,0,10.0,reagan,10.0
778,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_012.txt' mode='rt' encoding='cp1252'>,2193,107,21.177570093457945,1.5613315093479252,53.251120664305745,11.092964146754117,19,2,17,0,5,2,10.0,reagan,10.0
779,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_013.txt' mode='rt' encoding='cp1252'>,5212,261,20.662835249042146,1.6005372217958558,50.456773258292856,11.35484496431754,13,6,7,4,3,0,10.0,reagan,10.0
780,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_014.txt' mode='rt' encoding='cp1252'>,4445,199,23.035175879396984,1.6078740157480316,47.42815475012861,12.366631978791599,30,13,17,0,4,1,10.0,reagan,10.0
781,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_015.txt' mode='rt' encoding='cp1252'>,3429,197,18.131979695431472,1.6345873432487605,50.14495137029192,10.76960273155365,10,2,8,4,0,0,10.0,reagan,10.0
782,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_016.txt' mode='rt' encoding='cp1252'>,3521,194,18.871134020618555,1.6404430559500143,48.899316435700996,11.126970328251407,20,6,14,2,1,0,10.0,reagan,10.0
783,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_017.txt' mode='rt' encoding='cp1252'>,3067,170,18.764705882352942,1.5330942288881644,58.0890517654731,9.81874719499799,0,0,0,1,0,1,10.0,reagan,10.0
784,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_018.txt' mode='rt' encoding='cp1252'>,2941,138,21.985507246376812,1.615096905814349,47.88251191303365,12.042491314696274,4,2,2,1,0,2,10.0,reagan,10.0
785,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_019.txt' mode='rt' encoding='cp1252'>,1282,67,19.850746268656717,1.5663026521060843,54.177288169138706,10.634162339627917,6,0,6,0,0,2,10.0,reagan,10.0
786,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_020.txt' mode='rt' encoding='cp1252'>,5065,239,21.93305439330544,1.5707798617966435,51.68497348279894,11.499093582589516,27,1,26,0,1,1,10.0,reagan,10.0
787,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_021.txt' mode='rt' encoding='cp1252'>,5593,268,21.55223880597015,1.615590917217951,48.280486015301676,11.879345957500181,13,6,7,7,3,2,10.0,reagan,10.0
788,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_022.txt' mode='rt' encoding='cp1252'>,3886,189,21.544973544973544,1.5805455481214616,51.25269848077622,11.462977150372932,39,10,29,2,5,10,10.0,reagan,10.0
789,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_023.txt' mode='rt' encoding='cp1252'>,4536,239,19.707112970711297,1.595899470899471,51.81918509663282,10.927387815191164,11,2,9,0,1,1,10.0,reagan,10.0
790,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_024.txt' mode='rt' encoding='cp1252'>,2601,135,19.933333333333334,1.5574778931180315,54.84003690888122,10.562239138792773,21,2,19,0,0,1,10.0,reagan,10.0
791,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_025.txt' mode='rt' encoding='cp1252'>,8309,423,20.326241134751772,1.5332771693344567,56.48861672253196,10.429904640699782,120,16,104,0,2,2,10.0,reagan,10.0
792,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_026.txt' mode='rt' encoding='cp1252'>,4337,218,20.60091743119266,1.6956421489508877,42.47374300609437,12.452935155785614,12,8,4,0,4,2,10.0,reagan,10.0
793,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_027.txt' mode='rt' encoding='cp1252'>,883,59,15.728813559322035,1.477916194790487,65.83854415801295,7.983648386663344,24,2,22,3,9,2,10.0,reagan,10.0
794,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_028.txt' mode='rt' encoding='cp1252'>,1004,57,18.280701754385966,1.5089641434262948,60.621721185433714,9.345250576640808,8,1,7,0,0,0,10.0,reagan,10.0
795,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_029.txt' mode='rt' encoding='cp1252'>,733,48,15.916666666666666,1.5511596180081855,59.45147964984085,8.921183492496588,4,0,4,0,0,1,10.0,reagan,10.0
796,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_030.txt' mode='rt' encoding='cp1252'>,2390,119,20.747899159663866,1.4753138075313807,60.96433423578638,9.910383601139202,46,4,42,0,0,2,10.0,reagan,10.0
797,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_031.txt' mode='rt' encoding='cp1252'>,4978,297,17.484848484848484,1.5930092406588992,54.319297028135935,10.026599948865922,23,4,19,1,3,6,10.0,reagan,10.0
798,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_032.txt' mode='rt' encoding='cp1252'>,2315,126,19.11111111111111,1.451403887688985,64.64845332373412,8.989899208063356,34,8,26,0,2,4,10.0,reagan,10.0
799,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_033.txt' mode='rt' encoding='cp1252'>,1864,103,18.815533980582526,1.3830472103004292,70.73143901829245,8.068015333972252,22,0,22,0,0,6,10.0,reagan,10.0
800,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_034.txt' mode='rt' encoding='cp1252'>,5105,278,18.967625899280577,1.5384916748285995,57.42646402173071,9.9615758636969,33,11,22,3,3,2,10.0,reagan,10.0
801,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_035.txt' mode='rt' encoding='cp1252'>,15613,1102,15.035390199637023,1.4611541663997951,67.96043646994578,7.5154213413760225,105,31,74,3,7,5,10.0,reagan,10.0
802,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_036.txt' mode='rt' encoding='cp1252'>,13950,828,17.69927536231884,1.502795698924731,61.73371937821413,9.045706638616178,79,6,73,1,10,1,10.0,reagan,10.0
803,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_037.txt' mode='rt' encoding='cp1252'>,2593,126,21.23015873015873,1.5225607404550714,56.47775024638986,10.65597864213175,16,4,12,1,1,4,10.0,reagan,10.0
804,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_038.txt' mode='rt' encoding='cp1252'>,4249,230,19.121739130434783,1.5921393269004471,52.73144772683088,10.65472231829484,21,19,2,4,0,1,10.0,reagan,10.0
805,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_039.txt' mode='rt' encoding='cp1252'>,1163,54,22.22222222222222,1.4462596732588133,61.92587608674887,10.142530811120661,9,5,4,0,1,3,10.0,reagan,10.0
806,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_040.txt' mode='rt' encoding='cp1252'>,2408,154,16.474025974025974,1.560215946843854,58.11959453337363,9.245418302627606,8,2,6,0,0,1,10.0,reagan,10.0
807,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_041.txt' mode='rt' encoding='cp1252'>,657,47,14.914893617021276,1.4292237442922375,70.78405421160014,7.091648693286704,3,1,2,0,0,0,10.0,reagan,10.0
808,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_042.txt' mode='rt' encoding='cp1252'>,3502,176,20.693181818181817,1.5608223872073101,53.78584649680704,10.89804507813717,19,9,10,0,5,4,10.0,reagan,10.0
809,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_043.txt' mode='rt' encoding='cp1252'>,994,59,17.64406779661017,1.6820925553319919,46.62124100535419,11.139878593595473,21,2,19,0,0,1,10.0,reagan,10.0
810,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_044.txt' mode='rt' encoding='cp1252'>,2959,184,16.907608695652176,1.4991551199729638,62.845254024200315,8.693997806985323,21,12,9,0,4,2,10.0,reagan,10.0
811,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_045.txt' mode='rt' encoding='cp1252'>,2979,155,20.051612903225806,1.5908022826451829,51.90073979144336,11.001595967471221,14,4,10,0,0,2,10.0,reagan,10.0
812,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_046.txt' mode='rt' encoding='cp1252'>,1438,54,27.37037037037037,1.5639777468706537,46.741556688816786,13.539381857518162,5,1,4,1,1,0,10.0,reagan,10.0
813,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_047.txt' mode='rt' encoding='cp1252'>,3835,206,19.441747572815533,1.5473272490221643,56.19774094631717,10.250743091859597,10,3,7,0,2,3,10.0,reagan,10.0
814,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_048.txt' mode='rt' encoding='cp1252'>,2732,136,21.066176470588236,1.555636896046852,53.84594947678926,10.98232419688227,7,1,6,0,1,1,,reagan,
815,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_049.txt' mode='rt' encoding='cp1252'>,1905,115,17.391304347826086,1.5443569553805774,58.53022766175971,9.416020769142985,15,0,15,0,4,1,10.0,reagan,10.0
816,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_050.txt' mode='rt' encoding='cp1252'>,965,54,18.51851851851852,1.5927461139896373,53.29238246018039,10.426626367299942,1,0,1,0,1,1,10.0,reagan,10.0
817,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_051.txt' mode='rt' encoding='cp1252'>,2736,124,22.798387096774192,1.5336257309941521,53.94990025466896,11.398154593472931,28,7,21,0,2,1,10.0,reagan,10.0
818,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_052.txt' mode='rt' encoding='cp1252'>,4907,234,21.752136752136753,1.5710209904218464,51.848205406893015,11.431381020311122,9,4,5,0,3,3,10.0,reagan,10.0
819,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_053.txt' mode='rt' encoding='cp1252'>,7121,311,23.884244372990352,1.5037213874455835,55.37766258351844,11.46876767732412,46,6,40,0,7,1,10.0,reagan,10.0
820,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_054.txt' mode='rt' encoding='cp1252'>,4540,264,18.007575757575758,1.4693832599118943,64.24748681751436,8.771677012414901,13,5,8,0,1,4,10.0,reagan,10.0
821,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_055.txt' mode='rt' encoding='cp1252'>,4973,234,22.04700854700855,1.6137140559018701,47.93707719548814,12.050159192975403,17,9,8,0,4,2,10.0,reagan,10.0
822,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_056.txt' mode='rt' encoding='cp1252'>,289,20,15.15,1.3633217993079585,76.12072577854673,6.405697231833912,1,0,1,0,2,3,10.0,reagan,10.0
823,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_057.txt' mode='rt' encoding='cp1252'>,7131,354,20.889830508474578,1.5631748702846726,53.387228007815025,11.002497367664223,55,3,52,0,6,2,10.0,reagan,10.0
824,<_io.TextIOWrapper name='corpus/reagan/reagan_speeches_058.txt' mode='rt' encoding='cp1252'>,3326,200,17.615,1.4251352976548406,68.38932881840051,8.09644651232712,33,12,21,0,2,2,10.0,reagan,10.0
825,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_000.txt' mode='rt' encoding='cp1252'>,9764,340,29.5,1.62965997541991,39.02326607947563,15.144987709954936,57,5,52,2,13,0,8.0,roosevelt,6.0
826,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_001.txt' mode='rt' encoding='cp1252'>,307,12,25.333333333333332,1.5798045602605864,47.47020086862108,12.931693811074918,7,0,7,0,0,1,8.0,roosevelt,6.0
827,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_002.txt' mode='rt' encoding='cp1252'>,1216,39,31.82051282051282,1.643092105263158,35.53158738191635,16.208486842105266,19,17,2,0,0,0,8.0,roosevelt,6.0
828,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_003.txt' mode='rt' encoding='cp1252'>,19594,686,29.330903790087465,1.6357048075941614,38.683505930595175,15.150369207745218,168,11,157,11,13,0,8.0,roosevelt,6.0
829,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_004.txt' mode='rt' encoding='cp1252'>,2610,74,35.554054054054056,1.6904214559386974,27.73797996272134,18.22305426115771,19,19,0,2,0,0,8.0,roosevelt,6.0
830,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_005.txt' mode='rt' encoding='cp1252'>,250,5,48.4,1.684,15.24260000000001,23.157200000000007,0,0,0,0,0,0,8.0,roosevelt,6.0
831,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_006.txt' mode='rt' encoding='cp1252'>,3867,87,44.48275862068966,1.7124385828807862,16.812695888285504,21.965051140062247,5,1,4,0,0,0,8.0,roosevelt,6.0
832,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_007.txt' mode='rt' encoding='cp1252'>,6715,809,8.673671199011125,1.7868950111690245,46.85990578810424,8.878092899408827,51,10,41,2,3,0,8.0,roosevelt,6.0
833,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_008.txt' mode='rt' encoding='cp1252'>,2217,45,49.46666666666667,1.6265223274695535,19.022544429409123,22.894963464140734,16,15,1,0,0,0,8.0,roosevelt,6.0
834,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_009.txt' mode='rt' encoding='cp1252'>,988,34,29.88235294117647,1.5111336032388665,48.66250893069778,13.895494165277452,4,0,4,0,0,0,8.0,roosevelt,6.0
835,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_010.txt' mode='rt' encoding='cp1252'>,14935,587,26.207836456558773,1.6785403414797455,38.22953310740638,14.437832247518923,57,11,46,5,8,0,8.0,roosevelt,6.0
836,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_011.txt' mode='rt' encoding='cp1252'>,17412,543,32.84530386740332,1.6500114863312658,33.90604483096055,16.689804046996233,99,9,90,5,31,3,8.0,roosevelt,6.0
837,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_012.txt' mode='rt' encoding='cp1252'>,1119,35,32.74285714285714,1.6630920464700625,32.90341286863273,16.80420043406102,11,0,11,0,0,0,8.0,roosevelt,6.0
838,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_013.txt' mode='rt' encoding='cp1252'>,960,37,26.56756756756757,1.678125,37.89954391891894,14.573226351351355,1,0,1,0,0,0,8.0,roosevelt,6.0
839,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_014.txt' mode='rt' encoding='cp1252'>,25039,807,31.87732342007435,1.6384440273173848,35.8671520175738,16.175795656174138,181,17,164,8,15,3,8.0,roosevelt,6.0
840,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_015.txt' mode='rt' encoding='cp1252'>,23581,678,35.610619469026545,1.6167253297146007,33.91525834508286,17.375500483552646,182,14,168,12,34,2,8.0,roosevelt,6.0
841,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_016.txt' mode='rt' encoding='cp1252'>,12003,449,27.601336302895323,1.5380321586270098,48.70212303271626,13.323300629927896,80,2,78,2,31,1,8.0,roosevelt,6.0
842,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_017.txt' mode='rt' encoding='cp1252'>,1500,56,27.517857142857142,1.6026666666666667,43.31877500000002,14.053430952380953,0,0,0,0,3,0,8.0,roosevelt,6.0
843,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_018.txt' mode='rt' encoding='cp1252'>,4445,150,30.433333333333334,1.5871766029246344,41.670026059242616,15.007683914510686,78,6,72,3,19,0,8.0,roosevelt,6.0
844,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_019.txt' mode='rt' encoding='cp1252'>,27384,900,31.265555555555554,1.6345676307332748,36.816039551076074,15.891464709319312,169,11,158,6,5,0,8.0,roosevelt,6.0
845,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_020.txt' mode='rt' encoding='cp1252'>,2591,77,34.33766233766234,1.6599768429177924,31.548231816427517,17.389415058118264,8,0,8,0,0,0,8.0,roosevelt,6.0
846,<_io.TextIOWrapper name='corpus/roosevelt/roosevelt_speeches_021.txt' mode='rt' encoding='cp1252'>,19418,640,31.1328125,1.6395097332372026,36.532671880632705,15.898011727198991,117,2,115,2,11,0,8.0,roosevelt,6.0
847,<_io.TextIOWrapper name='corpus/taft/taft_speeches_000.txt' mode='rt' encoding='cp1252'>,5432,161,34.45962732919255,1.6631075110456555,31.15958282640713,17.473923288723828,29,7,22,1,18,1,8.0,taft,6.0
848,<_io.TextIOWrapper name='corpus/taft/taft_speeches_001.txt' mode='rt' encoding='cp1252'>,1180,36,33.388888888888886,1.6627118644067798,32.27985404896424,17.051666666666666,1,0,1,0,0,0,8.0,taft,6.0
849,<_io.TextIOWrapper name='corpus/taft/taft_speeches_002.txt' mode='rt' encoding='cp1252'>,4060,109,37.88990825688074,1.6327586206896552,30.24536380892124,18.453615944321424,7,0,7,0,0,0,8.0,taft,6.0
850,<_io.TextIOWrapper name='corpus/taft/taft_speeches_003.txt' mode='rt' encoding='cp1252'>,7703,253,31.150197628458496,1.5543294820199922,43.721275228223305,14.899664962934722,18,0,18,1,0,0,8.0,taft,6.0
851,<_io.TextIOWrapper name='corpus/taft/taft_speeches_004.txt' mode='rt' encoding='cp1252'>,13926,392,36.142857142857146,1.7236105127100387,24.332550624730743,18.844318335692744,20,0,20,15,8,0,8.0,taft,6.0
852,<_io.TextIOWrapper name='corpus/taft/taft_speeches_005.txt' mode='rt' encoding='cp1252'>,8190,157,52.76433121019108,1.692063492063492,10.130632393084653,24.954438378323733,8,0,8,3,1,0,8.0,taft,6.0
853,<_io.TextIOWrapper name='corpus/taft/taft_speeches_006.txt' mode='rt' encoding='cp1252'>,2293,75,31.266666666666666,1.7165285651984301,29.881016717546146,16.85903706934148,8,8,0,0,0,0,8.0,taft,6.0
854,<_io.TextIOWrapper name='corpus/taft/taft_speeches_007.txt' mode='rt' encoding='cp1252'>,27559,1014,27.826429980276135,1.6839507964730216,36.12893618840212,15.13292709068935,107,5,102,10,4,0,8.0,taft,6.0
855,<_io.TextIOWrapper name='corpus/taft/taft_speeches_008.txt' mode='rt' encoding='cp1252'>,23837,750,32.352,1.6856148005201996,31.394707875991145,16.917534646138353,60,1,59,19,6,0,8.0,taft,6.0
856,<_io.TextIOWrapper name='corpus/taft/taft_speeches_009.txt' mode='rt' encoding='cp1252'>,25241,765,33.69281045751634,1.7060338338417653,28.3063350426076,17.681395317764203,53,2,51,9,17,1,8.0,taft,6.0
857,<_io.TextIOWrapper name='corpus/taft/taft_speeches_010.txt' mode='rt' encoding='cp1252'>,336,12,28.5,1.6517857142857142,38.16642857142858,15.016071428571426,0,0,0,1,0,0,8.0,taft,6.0
858,<_io.TextIOWrapper name='corpus/taylor/taylor_speeches_000.txt' mode='rt' encoding='cp1252'>,7623,220,35.35454545454545,1.7018234290961565,26.97587426210154,18.279789190607378,42,14,28,2,5,0,3.0,taylor,3.0
859,<_io.TextIOWrapper name='corpus/taylor/taylor_speeches_001.txt' mode='rt' encoding='cp1252'>,1686,34,50.05882352941177,1.7212336892052194,10.408924010885528,24.243498709092183,8,7,1,0,1,1,3.0,taylor,3.0
860,<_io.TextIOWrapper name='corpus/taylor/taylor_speeches_002.txt' mode='rt' encoding='cp1252'>,1092,23,47.95652173913044,1.7142857142857142,13.1305590062112,23.341614906832294,4,0,4,0,0,1,3.0,taylor,3.0
861,<_io.TextIOWrapper name='corpus/taylor/taylor_speeches_003.txt' mode='rt' encoding='cp1252'>,995,24,41.916666666666664,1.6673366834170855,23.23289991624793,20.432072864321615,3,1,2,2,0,0,3.0,taylor,3.0
862,<_io.TextIOWrapper name='corpus/truman/truman_speeches_000.txt' mode='rt' encoding='cp1252'>,3817,212,18.61320754716981,1.4236311239193085,67.50340125604916,8.467998205644069,23,0,23,3,11,3,8.0,truman,8.0
863,<_io.TextIOWrapper name='corpus/truman/truman_speeches_001.txt' mode='rt' encoding='cp1252'>,1890,105,18.428571428571427,1.5804232804232805,54.42619047619047,10.246137566137566,15,3,12,0,0,2,7.0,truman,8.0
864,<_io.TextIOWrapper name='corpus/truman/truman_speeches_002.txt' mode='rt' encoding='cp1252'>,719,35,21.057142857142857,1.478442280945758,60.38578303198889,10.06790462944566,6,0,6,0,0,1,7.0,truman,8.0
865,<_io.TextIOWrapper name='corpus/truman/truman_speeches_003.txt' mode='rt' encoding='cp1252'>,1169,57,21.19298245614035,1.5996578272027373,49.99307062566598,11.551225518887037,1,0,1,0,1,0,7.0,truman,8.0
866,<_io.TextIOWrapper name='corpus/truman/truman_speeches_004.txt' mode='rt' encoding='cp1252'>,4056,214,19.5,1.602810650887574,51.444718934911265,10.928165680473374,22,12,10,2,2,2,7.0,truman,8.0
867,<_io.TextIOWrapper name='corpus/truman/truman_speeches_005.txt' mode='rt' encoding='cp1252'>,1282,59,22.220338983050848,1.454758190327613,61.20881303048736,10.242078849255666,15,4,11,0,0,1,7.0,truman,8.0
868,<_io.TextIOWrapper name='corpus/truman/truman_speeches_006.txt' mode='rt' encoding='cp1252'>,2611,134,20.067164179104477,1.5660666411336652,53.9775905183009,10.715780395227998,12,2,10,2,0,2,7.0,truman,8.0
869,<_io.TextIOWrapper name='corpus/truman/truman_speeches_007.txt' mode='rt' encoding='cp1252'>,2203,113,19.97345132743363,1.6890603722197004,43.66743941286825,12.13055840989158,0,0,0,0,1,0,7.0,truman,8.0
870,<_io.TextIOWrapper name='corpus/truman/truman_speeches_008.txt' mode='rt' encoding='cp1252'>,1813,93,19.913978494623656,1.519580805295091,58.065775699992315,10.107505115385301,3,1,2,0,0,0,7.0,truman,8.0
871,<_io.TextIOWrapper name='corpus/truman/truman_speeches_009.txt' mode='rt' encoding='cp1252'>,1231,67,18.940298507462686,1.5913891145410235,52.97907792475482,10.575107969494528,15,0,15,4,0,0,7.0,truman,8.0
872,<_io.TextIOWrapper name='corpus/truman/truman_speeches_010.txt' mode='rt' encoding='cp1252'>,2698,140,19.864285714285714,1.4655300222386953,62.68891011860639,9.450325690988034,4,1,3,1,0,1,7.0,truman,8.0
873,<_io.TextIOWrapper name='corpus/truman/truman_speeches_011.txt' mode='rt' encoding='cp1252'>,796,34,24.0,1.350502512562814,68.22248743718596,9.705929648241206,8,2,6,0,2,0,7.0,truman,8.0
874,<_io.TextIOWrapper name='corpus/truman/truman_speeches_012.txt' mode='rt' encoding='cp1252'>,793,38,21.44736842105263,1.416141235813367,65.26037250282074,9.484940266808259,1,0,1,0,1,0,7.0,truman,8.0
875,<_io.TextIOWrapper name='corpus/truman/truman_speeches_013.txt' mode='rt' encoding='cp1252'>,289,15,19.6,1.4463667820069204,64.57837024221455,9.121128027681664,0,0,0,0,0,0,7.0,truman,8.0
